label-coarse,label-fine,text
4,13,How many months does a normal human pregnancy last ?
0,0,How do fuel injectors work ?
0,0,How can your school march in the Macy 's Thanksgiving Parade ?
3,4,What is the real name of disc jockey `` Wolfman Jack '' ?
1,44,What Italian liner was hijacked in 1985 ?
5,21,What city houses the U.S. headquarters of Procter and Gamble ?
1,26,What soap was touted as being `` for people who like people '' ?
4,25,How much was the minimum wage in 1991 ?
2,3,What does NAFTA stand for ?
3,4,Who invented silly putty ?
3,5,"What new middle school was built in Philadelphia , Pennsylvania last year ?"
3,4,Who patented the first phonograph ?
1,31,What are some tips for building a fire in a fireplace ?
1,17,What do manatees eat ?
1,20,How do you say 2 in Latin ?
1,1,What were popular songs and types of songs in the 1920s ?
4,13,How many Vietnamese were there in the Soviet Union ?
1,14,What is November 's birthstone ?
0,7,What is a Certified Nurse Midwife ?
4,13,"On average , how many miles are there to the moon ?"
3,4,Who created private detective Philip Marlowe ?
1,1,"What Boris Pasternak book sold 5 , 0 copies to become the fiction best-seller of 1958 ?"
0,12,What is the origin of the expression `` tout de suite '' ?
1,36,What is the longest English word ?
0,9,What is the purpose of a car bra ?
0,9,What is D.B. Cooper known for ?
3,12,Who is Colin Powell ?
1,2,What species is a colt ?
2,3,What is the full name of the PLO ?
5,18,What is the smallest country in Africa ?
3,4,Who coined the term NN cyberspace `` in his novel NN Neuromancer '' ?
1,10,What age followed the Bronze Age ?
3,6,What is her profession ?
3,4,What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations ?
2,3,What does the word LASER mean ?
0,7,What does the name `` Anthony '' mean ?
3,4,Who was Lauren Bacall 's first husband ?
0,7,What is a rhomboideus minor ?
4,13,How many hands does Bjorn Borg use when hitting his forehand ?
4,13,How many people died on D-Day ?
3,4,"What U.S. Congressman said : `` Keep the faith , baby '' ."
3,4,Who created the character of Scrooge ?
4,14,What is the student population at the University of Massachusetts in Amherst ?
5,14,Where is Windsor Castle ?
4,8,When did the Dow first reach ?
0,9,Why were people recruited for the Vietnam War ?
3,5,What party was Winston Churchill a member of ?
3,5,What American League baseball team 's worst finish between 1926 and 1964 was fourth ?
5,14,Where can I find the names of all the 15 Pokemon ?
5,11,What state does Martha Stewart live in ?
1,2,Which killer whale died at Sea World of a fungal infection ?
5,18,What are the Benelux countries ?
5,14,Where 's the Petrified Forest ?
1,37,What is a language spoken by the Sioux ?
5,14,Where is Tornado Alley ?
3,4,Who was the author of `` John Brown 's Body '' ?
3,4,What American poet wrote : `` Good fences make good neighbors '' ?
5,11,What state in the U.S. has the most blacks ?
0,9,Why are electric cars less efficient in the northeast than in California ?
3,6,What was the occupation of Mandy Rice-Davies ?
5,21,What is the city in which Maurizio Pellegrin lives called ?
3,4,Who painted the Sistine Chapel ?
3,4,Name the various costumed personas of Dr. Henry Pym .
1,2,What breed of dog was the `` Little Rascals '' dog ?
0,12,What are the living conditions in Cuba ?
1,19,What color are school buses ?
5,14,What is the oldest website on the Internet ?
1,10,"What events happened January 26 , 1978 ?"
3,4,What explorers followed Columbus to the Americas ?
3,4,Who is actress Goldie Hawn 's current actor boyfriend ?
3,4,Who banned Peter Rose from baseball for betting on games ?
0,7,What are the seven virtues ?
1,20,What other name were the `` Little Rascals '' known as ?
4,8,When was the San Francisco fire ?
1,23,What is a fear of food ?
4,13,"How many casinos are in Atlantic City , NJ ?"
4,8,What year did the Vietnam War end ?
3,4,What are the names of Richard Nixon 's two daughters ?
1,36,What 's the word for broken glass or sharp rocks embedded in cement on top of a wall ?
4,13,What is the chromosome number of an elephant ?
3,5,What organization was founded by the Rev. Jerry Falwell ?
5,14,What 's the longest river in the world ?
1,17,Which soft drink does Madonna advertise for ?
3,5,What company is being bought by Yahoo and how much is the deal worth ?
4,8,When was Berlin 's Brandenburg gate erected ?
4,13,How many double-word-score spaces are there on a Scrabble Crossword Game board ?
4,8,What year did Germany sign its nonaggression pact with the Soviet Union ?
5,24,What mountain range is traversed by the highest railroad in the world ?
0,9,Why were the American soldiers in WWI called `` Doughboys ''
3,4,Who was nicknamed The Little Corporal ?
4,13,How many CDs has Garth Brooks sold ?
1,44,Name the vessel used by the Atari Force in the DC comics .
5,14,Where are the leading medical groups specializing in lung diseases ?
0,0,"How can I find online spelling , and punctuation drills for my 6th grader ?"
5,14,What 's the sacred river of India ?
5,18,What is Stefan Edberg 's native country ?
1,22,What is the only gland in humans that can regenerate itself ?
4,13,How many Gutenberg Bibles are there ?
5,18,Name the largest country in South America .
1,10,What astronomical phenomenon takes place in Jan. 1999 ?
0,12,What information can you get me on Fairground Park in St. Louis
3,4,What was American folk hero John Chapman 's nickname ?
0,12,What is the difference between a median and a mean ?
1,1,What was the top box office movie in April 1998 ?
0,9,What makes thunder ?
3,4,What author did photographer Yousuf Karsh call `` the shiest man I ever met '' ?
1,14,"Which is the largest clock , diameter wise , in Europe ?"
1,30,What plant is rum made from ?
5,18,What country are Godiva chocolates from ?
3,4,"Name the poet of the poem which begins : I do not know much about gods ; but I think that the river Is a strong brown god-sullen , and untamed ?"
1,17,Which condiment was once sold as a patent medicine ?
5,11,What U.S. state records the least rainfall ?
0,9,Why did the world enter a global depression in 1929 ?
0,7,"What was archy , and mehitabel ?"
5,21,What Texas city got its name from the Spanish for `` yellow '' ?
1,28,What are the chemicals used in glowsticks ?
5,18,What country did the Nile River originate in ?
1,19,What color are tennis balls ?
3,4,What barroom judge called himself The Law West of the Pecos ?
0,12,What excuse did the NATO people give for hitting the Chinese embassy ?
3,4,Who was President of Costa Rica in 1994 ?
1,29,What sports event is Meyer Wolfsheim supposed to have fixed in The Great Gatsby ?
5,18,What country has the best defensive position in the board game Diplomacy ?
5,18,What two countries share the Khyber Pass ?
3,4,Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?
0,12,What is the origin of the surname of Braun ?
1,29,"What card game has variations called Canfield , Klondike and Spider ?"
0,7,What is Australia Day ?
1,2,What mammal of North America is the world 's longest-lived for its size ?
0,7,What was the Chivington Massacre ?
3,4,"What actor starred in 1980 's Blue Lagoon , 1982 's The Pirate Movie and 1983 's A Night in Heaven ?"
4,13,How many home runs did Lou Gehrig have during his career ?
5,21,In what city is the headquarters of Sinn Fein ?
5,14,Where can I find information on George Bush ?
3,4,Who is the voice of Miss Piggy ?
1,20,What is the dialogue circle in cartoons called ?
0,7,"What does the word camaro mean , from the GM car the Camaro ?"
3,4,Who replaced Bert Parks as the host of The Miss America Pageant ?
4,13,How many boys play the game in Winslow Homer 's 1872 painting Snap the Whip ?
0,7,What is the AIM-54C Phoenix ?
4,8,When are sheep shorn ?
1,29,What sport is Chris Jogis a top player of ?
5,14,What 's the second-largest island in the world ?
0,7,What is the definition of low island ?
4,8,What century does Captain Video live in ?
1,14,What types of water pollution are there ?
4,13,How many astronauts manned each Project Mercury flight ?
1,17,What soft drink would provide me with the biggest intake of caffeine ?
1,14,What 's the name of a golf course in Myrtle Beach ?
1,10,What are some of the significant historical events of the 1990s ?
1,1,Name the only extant trilogy of classical Greek plays .
5,14,Where is Logan Airport ?
0,12,What is the difference between Neoclassical art and Romanticism art ?
3,4,Who was the first person inducted into the U.S. Swimming Hall of Fame ?
3,4,What golfer has been called Ohio Fats and Blobbo ?
3,4,Who murdered Leno and Rosemary LaBianca on August 1
4,25,What is the average cost for four years of medical school ?
1,14,What does God create in the first sentence of the Bible ?
3,4,Which of the following men was not married to Rita Hayworth ?
4,25,What is the current ticket fare from from Cairo to Barbados ?
2,3,What does NN O `` mean when used as a prefix in Irish surnames ?
0,0,How do you find oxidation numbers ?
5,11,What is the state nickname of Mississippi ?
0,9,"What is Black Hills , South Dakota most famous for ?"
1,1,What 1966 boob tube bomb took astronauts back to prehistoric times ?
4,13,How many students attend the University of Massachusetts ?
3,4,"Who said , `` I shall return . '' during World War Two ?"
1,10,What holidays are celebrated in Ireland ?
3,4,"Who portrayed Etta Place , companion to Butch Cassidey and the Sundance Kid ?"
0,7,What are the Greek numerals ?
5,14,What 's the name of the temple that is located near the capital city of Laos ?
1,23,What is a fear of sleep ?
1,29,What auto race was Wilbur Reed the first to win three times ?
1,2,What are the most common breeding birds in the U.S. ?
1,10,"What was organized as a Confederate veterans ' social club in Pulaski , in Tennessee , in 1866 ?"
0,0,How do you look up criminal records on the Internet ?
5,14,"Where is the actress , Marion Davies , buried ?"
0,12,What is an example of an actual case of using the Fourteenth Amendment ?
3,4,Who was the Charlie perfume woman ?
3,4,Who portrayed `` Rosanne Rosanna-Dana '' on the television show `` Saturday Night Live '' ?
3,4,"What singer became despondent over the death of Freddie Prinze , quit show business , and then quit the business ?"
4,8,When did Iraqi troops invade Kuwait ?
1,20,What was Mark Johnson referring to when he said : `` I still can 't believe it- we beat the Russians ? ''
1,26,What car was driven in the 199 release of `` Smokey and the Bandit '' ?
3,5,What was the backup singing group for Roy Rogers ?
3,4,What famous singing cowboy owns the California Angels baseball team ?
1,1,What 1915 film was the first to gross $5 million ?
0,12,Where did the term `` 86 '' come from ?
0,9,What causes someone to be ticklish ?
4,38,What is the probability that at least 2 out of 25 people will have the same birthday ?
4,13,How many Canadians emmigrate each year ?
0,9,Why did several San Diego schools remove apples from students menus ?
1,33,What musical instrument did Sherlock Holmes play ?
3,4,Who was Gerald Ford 's vice president ?
0,7,What is `` the washed vodka '' ?
4,13,How many different languages are spoken in Europe ?
4,8,What year was Desmond Mpilo Tutu awarded the Nobel Peace Prize ?
1,20,What 's a `` Drinker respirator '' better known as ?
3,4,Who invented batteries ?
0,9,Why do recipe books recommend starting with cold water when you boil something ?
5,14,Where can I buy a good snowboard for less than $200 ?
3,6,What title did Suzette Charles assume for two months in 1984 ?
3,4,What was the infamous pseudonym of Peter Sutcliffe ?
1,2,What is Smokey The Bear 's middle name ?
3,6,What is Nicholas Cage 's occupation ?
1,1,What British TV series featured Emma Peel ?
5,14,What London street is the home of British journalism ?
1,10,What tragedy befell the city of Dogtown in 1899 ?
0,7,What is the Immaculate Conception ?
1,44,What are the names of all the U.S. Navy aircraft carriers ?
1,14,What format was VHS 's main competition ?
0,7,What is Candlemas Day ?
5,21,In what city is the famed St. Mark 's Square ?
1,20,What does the Ouarterly Review of Doublespeak call an `` inoperative statement '' ?
4,25,How much did the minimum wage amount to in 1991 ?
5,14,Where is Tufts University ?
0,7,What is a pyrotechnic display ?
0,0,How do I find out about jobs ?
3,5,What Japanese manufacturer is known for both its pianos and its motorcycles ?
4,14,What is the chemical reactivity of argon ?
4,13,How many engines does a Boeing 737 have ?
0,12,What is the origin of the term `` The Brooklyn Side '' in bowling ?
1,23,What is a fear of being cold ?
4,40,How long was Mao 's 1930s Long March ?
1,29,What net game sees its women 's world amateur champions receive the Uber Cup ?
1,2,What four-legged creature did a Cornell University study say would make man 's best companion in space ?
4,45,What does a teaspoon of matter weigh in a black hole ?
1,14,"What did British companies stick 175 , 0 tons of tea into in 1982 ?"
5,11,What province is Edmonton located in ?
0,0,How can I find out how much income tax is paid on Social Security income on the 1998 income tax ?
3,4,Who did Sonny Liston succeed as world heavyweight boxing champion ?
1,2,What is California 's state bird ?
4,8,What is Martin Luther King Jr. 's real birthday ?
3,5,Name the various super-teams to which the Angel has belonged .
0,0,How does Zatanna perform her magic in DC comics ?
1,44,What 's the name of Jacques Cousteau 's research ship ?
3,4,What President dispatched a cruiser to carry Charles Lindbergh home after his epic flight ?
3,4,Whose video is titled Shape Up with Arnold ?
1,1,In which Kevin Costner movie did Sioux Indians play a role ?
4,13,How many James Bond novels are there ?
0,0,How do you get dates with the `` Hooters '' girls ?
1,2,What bird can swim but can 't fly ?
0,0,How can I get a comic character I made copyrighted and published ?
4,32,How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska 's north coast ?
0,7,What is Plc ?
4,13,How much electricity does the brain need to work ?
4,13,How many acres in a mile ?
1,1,What Dickens novel has David carrying the message `` Barkis is willin '' to Peggy ?
0,7,What is a hyperlink ?
3,4,Who 's the twin brother of the Greek goddess Artemis ?
0,12,Where did marijuana come from ?
4,25,"What is the per-capita income of Colombia , South America , ?"
1,1,What novel has Big Brother watching ?
4,13,How many Grammys did Michael Jackson win in 1983 ?
0,7,What does Elysium mean ?
5,14,What is the oldest website on the Internet ?
0,7,What is Shalom ?
1,29,What was the favorite sport of Tom Wolfe 's The Pump House Gang ?
1,28,What organic fuel do bog-dwellers use a `` slane '' to cut ?
4,27,What is the average age of a member of the team that worked on the Manhatten Project ?
5,18,What country received all the Nobel Prizes awarded in 1976 ?
0,0,How do you get rid on woodpeckers ?
4,13,How many syllables are there in a line of hendecasyllabic poetry ?
1,17,"What soft drink first appeared in the Old Corner Drug Store in Waco , Texas , in 1885 ?"
5,14,What is Britain 's possession on the Chinese mainland ?
3,4,Who was America 's first Public Enemy No. 1 ?
4,13,How many children under 18 are victims of some sort of Physical Abuse each year ?
0,12,What is the origin of thank you notes ?
1,14,What did Jimmy Stewart invent ?
1,14,What generation am I in ?
1,23,What is a fear of hell ?
3,12,Who is Dear Abby ?
3,4,"Who lives at 24 Sussex Drive , Ottawa ?"
1,28,What is Jell-O made from ?
3,12,Who was Monet ?
5,11,What are the only two states that incorporate the Confederate battle flag in their flags ?
0,0,How do you make panoramic sugar eggs for Easter - the ones with the scene inside ?
1,17,What 's the Southern dish made of pigs ' small intestines ?
5,14,Where is Guam ?
3,4,Who was the famous door-to-door brush salesman ?
0,7,What is the executor in a will ?
3,5,"What inescapable purveyor of background music celebrated its 5th anniversary in July , 1984 ?"
4,13,How many people in America snore ?
3,4,Who is always trying to get the rent from Andy Capp ?
1,17,What soft drink is most heavily caffeinated ?
3,4,Who did Jackie Kennedy commission to write The Death of a President ?
1,23,Which drug is commonly used to treat AIDS ?
4,13,How many stars are there on the Soviet Union 's flag ?
0,12,What is the difference between microprocessors & microcontrollers ?
3,4,Who sought to create The Great Society ?
5,14,What are tourist attractions in Reims ?
4,40,What are the lengths of pearl necklaces ?
3,4,Who said : `` Soldiers win the battles and generals get the credit '' ?
0,12,What is the proof that houseplants metabolize carcinogens ?
0,9,What prompted the co-pilot of the Enola Gay to enter only `` My God '' in his log ?
4,27,How long does it take the typical hen to lay 19 dozen eggs ?
5,21,What Colorado city owns its own glacier ?
0,12,What is the history of `` the toast '' ?
1,10,What was the name of the Protestant revolt against the supremacy of the Pope ?
0,7,What is an arab strap ?
4,25,"How much does it cost , average or whatever is available , to produce and send junk mail catalogues in the US ? , DT CD NN NN ,"
3,4,Who is the current UN Secretary General ?
3,5,"Who provides telephone service in Orange County , California ?"
5,14,Where did guinea pigs originate ?
5,18,What two countries ' coastlines border the Bay of Biscay ?
0,9,Why did Egyptians shave their eyebrows ?
3,5,What organization did Mr. Waverly assign agents for ?
4,8,When was the slinky invented ?
3,4,What are the characters ' names in the Scooby-Doo cartoon ?
1,23,What is a fear of cold ?
3,6,What was Eduard Shevardnadze 's job in the Soviet Union ?
0,9,What causes rust ?
3,4,Which is the only Dick Tracy villain to appear three times ?
1,2,What was the monster in Spielberg 's film `` Jaws '' ?
1,19,What color is an Arctic fox in winter ?
0,7,"What do the names Neil , Mary , and Anthony mean ?"
5,21,"What European capital celebrated its 2 , 000th anniversary in 1951 ?"
0,9,Why do people in the upper peninsula of Michagin say `` eh ? '' ?
1,30,What flower did Vincent Van Gogh paint ?
5,18,What country was the setting of You Only Live Twice ?
4,38,What was Thatcher 's approval rating after 10 years in power ?
1,2,Winnie the Pooh is what kind of animal ?
0,12,"What was the first Funk 'N Lata , Brazilian group , success ?"
0,7,What is a handheld PC ?
0,12,What did John Hinckley do to impress Jodie Foster ?
3,6,What is Larry King 's job ?
4,13,How many calories are in a tomato ?
5,11,In what state was the first co-educational college established
1,10,What war saw a naval battle between the luxury liners Cap Trafalgar and the Carmania ?
1,31,What is the treatment for depression ?
1,23,What is a fear of slime ?
5,18,What country in Latin America is the largest one ?
5,14,On which Hawaiian island is Pearl Harbor ?
3,4,"What feathered cartoon characters do Yugoslavians know as Vlaja , Gaja , and Raja ?"
1,1,What Marx Brothers movie centers on a stolen painting ?
0,12,What was unusual about Alexandra 's appearance in Josie and the Pussycats ?
0,12,What is the origin of the word `` mind '' ?
4,8,When was Dick Clark born ?
1,29,What game is fatal to anybody over 21 ?
4,14,What is the death toll of people dying from tuberculosis ?
0,12,What happened to Moon Maiden ?
5,21,What city is wiener schnitzel named for ?
0,7,What are the Urals ?
0,0,How can you stop the itch from poison ivy ?
5,14,What desert has the highest sand dunes ?
5,18,What two countries contain Sierra Nevada mountains ?
0,0,How do you tell your parents you are dating an older man ?
4,27,How long was the TV mission of Star Trek 's Enterprise to be ?
4,39,What phone number can I call to have a tree planted ?
4,8,When did the `` Star-Spangled Banner '' become the national anthem ?
3,12,Who was Lacan ?
1,31,What are the four natural aids used in riding a horse ?
5,14,What continent 's name appears on the upper left corner of a Budweiser label ?
3,4,Who was the Secretary of War in the Civil War during the Battle of Gettysburg ?
3,4,Who did Bobby Fischer beat to win the world chess championship ?
0,0,How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?
5,14,Where can I get information and statistics on countries and nations ?
1,37,Name a Gaelic language .
4,8,"What day is August 13 , 1971 ?"
5,14,Where can I find a list of all the companies in America that offer a direct stock purchase plan ?
0,0,How do you send a movie transcript to Hollywood so that it can be produced into a film ?
1,1,"What literary classic centers on the search for a treasure in gold worth 7 , 0 pounds ?"
0,12,What is the origin of blue for boys and pink for girls ?
1,1,What is the name of the Michelangelo painting that shows two hands with fingers touching ?
4,32,How big is a quart ?
0,7,What is the Hub of London ?
1,1,Jude Law acted in which film ?
0,9,What causes panic attacks ?
0,7,What was the filling in the first golf balls ?
1,23,What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?
5,18,What country was A Terrible Beauty to Leon Uris ?
0,7,What is typhoid fever ?
5,14,Where can I buy a hat like the kind Jay Kay from Jamiroquai wears ?
0,7,What are the Twin Cities ?
1,1,What is Beethoven 's 9th symphony called ?
3,4,Name the lawyer for Randy Craft .
1,17,Which breakfast cereal brought you `` the best each morning '' ?
2,3,"What does Ms. , Miss , and Mrs. stand for ?"
5,14,What is the Homelite Inc. home page ?
1,28,"What explosive do you get by mixing charcoal , sulfur and saltpeter ?"
5,14,What mountainous region of the world is the Lhasa Apso dog native to ?
1,23,What cancer is commonly associated with AIDS ?
4,27,How long does it take light to reach the Earth from the Sun ?
3,4,Who lives at 39 Stone Canyon Way ?
4,13,How many questions are on this thing ?
3,4,Who played Humpty Dumpty in the 1933 film Alice in Wonderland ?
3,4,"Who is Karenna Gore , Al Gore 's oldest daughter , married to ?"
3,4,Who played the title role in I Was a Teenage Werewolf ?
0,9,Why are there olives in martinis ?
4,8,In what year did Hitler gain power of Germany ?
4,8,What year did Rossetti paint `` Beata Beatrix '' ?
3,5,What record company produced the 1978 movie The Wiz ?
5,14,Where can I find information about touring the Philippines ?
1,14,What did The Gas House Gang play ?
4,13,How many square feet is Bill Gates ' home ?
3,4,"What is the name of actor Rex Harrison 's son , who starred in a modestly popular TV show during the late 1960's ?"
0,7,What is the highest Roman numeral ?
1,14,What 's the most popular form of bridge ?
3,4,Who was the inventor of the stove ?
3,4,What comedian has a legendary reputation for stealing jokes ?
5,14,Where can I find information on the cyclone that hit New Jersey on 8/28/1941 ?
4,8,Boxing Day is celebrated on what date ?
1,1,What are the first ten amendements passed ?
1,23,What is another term for the painful wrist syndrome ?
0,12,What 's the difference between sleet and freezing rain ?
0,0,How is the new Ford Econoline van F25 V1 engine ?
3,4,Who was the king who was forced to agree to the Magna Carta ?
3,4,Who was made the first honorary citizen of the U.S. ?
1,29,What game is Garry Kasparov really good at ?
5,14,Where was Richard Nixon when Gerald Ford became president ?
4,43,Where does the U.S. rank among world countries in area ?
1,1,What novel did Ian Fleming introduce James Bond in ?
4,38,What was the target rate for M3 growth in 1992 ?
3,5,What baseball team was routinely called `` dem bums '' by its frustrated fans ?
3,4,Name of scholar on whose literal translations from the Chinese and Japanese Ezra Pound depended ?
4,8,When did Israel begin turning the Gaza Strip and Jericho over to the PLO ?
0,12,What are the major differences in the Catholic and Methodist religions ?
3,4,Name the On Stage character whose face was never seen .
4,13,How much energy is released when oxygen and hydrogen mix ?
3,5,What is the best Internet business to go into ?
0,7,What does Venus Retrograde mean ?
3,4,Who is known as `` the world 's oldest teenager '' ?
5,14,What are the largest breweries in the world ?
0,7,What does Las Vegas mean ?
0,7,What does the word `` meta '' mean ?
1,14,What keeps clouds in the air ?
1,20,What 's the term for any four-sided figure ?
1,33,Ray Charles plays which instrument ?
5,18,What country and western singer is known as The Silver Fox ?
5,14,What building appropriately enough is depicted on the back of the 1-dollar bill ?
0,7,What is graduate school ?
0,12,What is the difference between New York-style and Chicago-style pizza ?
3,4,What baseball team owner and sailor is known as The Mouth of the South ?
1,29,What type of betting is used in horse racing ?
1,26,What kind of hat does Bat Masterson wear ?
3,4,Who was with Patricia Hearst the night she was kidnaped ?
3,4,What is the Viking Prince 's first name ?
2,3,What does the abbreviation cwt. ?
1,14,In what deodorant commercial did tenants have adjoining medicine cabinets ?
5,14,Where is Rider College located ?
3,4,What boxer 's life story is titled Raging Bull ?
0,9,For what reason did some San Diego schools stop serving apples ?
3,4,Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?
5,14,Where was the first restaurant ?
5,14,Where can I find full written draft of CTBT ?
4,13,How many horses died during the civil war ?
4,13,How much waste does an average dairy cow produce in a day ?
3,4,What Nobel laureate was expelled from the Philippines before the conference on East Timor ?
3,4,"What woman has carried the most multiple births , twins , triplets , etc. , ?"
4,13,How many minutes were there on the original GE College Bowl clock ?
4,27,What is the average time it takes for a male to ejaculate ?
5,14,What is website of the International Court of Justice ?
5,14,Where are 8 of the 10 highest mountains in the world ?
5,14,Where can I look at a perpetual calendar ?
4,13,How many astronauts have been on the moon ?
4,8,In what year did the Bounty mutiny happen ?
1,28,What is the only substance that gives food its `` taste '' when eaten ?
0,0,How do you reference a website ?
0,7,What is pandoro ?
2,3,What do the letters ZIP stand for in the phrase `` ZIP code '' ?
3,4,Which Bourbon king was restored to the French throne during Napoleon 's abdication ?
5,21,What is one of the cities that the University of Minnesota is located in ?
0,12,What are the words to `` My Way '' written by Paul Anka ?
0,0,How do I install a tile floor ?
1,31,What is the quickest and easiest way to get nail polish out of clothes ?
0,9,Why was the zipper invented ?
1,14,What 's the No. 1 killer in industrialized countries ?
1,2,Name four famous cartoon cats .
3,4,What daughter of Henry VIII and Anne Boleyn became queen of England ?
0,0,How did ` stat ' come to be used as an expression for quickly ?
3,5,What 's the most common nickname of U.S. college football teams ?
0,12,What 's the distinction of U.S. Supreme Court Justice Thurgood Marshall ?
5,14,What is the most useful site on the Internet ?
5,24,What is the world 's highest peak ?
0,7,What was a Mae West on a World War II battleship ?
0,7,Define cosmology .
3,4,What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?
0,7,What are amicable numbers ?
4,8,When were the Olympic Games in which Nadia Comaneci became popular played ?
5,14,"Where is Hearst Castle , built by publisher William Randolph Hearst ?"
5,21,What 's the largest U.S. city on the Great Lakes ?
3,4,Who sang about Desmond and Molly Jones ?
1,1,"What magazine gives us the cream , not the skim ?"
1,31,What does the technique called `` cold fusion '' produce ?
3,4,What costume designer decided that Michael Jackson should only wear one glove ?
1,14,"What meter did Shakespeare use in writing : `` To be , or not to be , that is the question.. . '' ?"
4,13,How many rows of sprocket holes does a roll of 35-millimeter film have ?
4,13,What is the goat population of the world ?
3,5,What company was the original sponsor of TV 's Superman ?
1,20,What term does a Czech use to describe a Pole ?
5,14,What sea separates Naples and Algiers ?
4,13,How many lawyers are there in the state of New Jersey ?
1,28,What are the most common elements in seawater ?
0,12,Describe the Finnish music personality Salonen 's appearance .
0,12,What is the origin of the ethnic category `` caucasian '' ?
0,7,What is a stratocaster ?
1,14,What kind of science is cosmology ?
3,4,Name the blind sculptress in love with the Fantastic Four 's Thing .
1,28,What 's the second-lightest element ?
1,20,What do you call a `` twirl '' in ballet ?
1,26,What is the brand name of daminozide ?
1,20,What is the former name of Zimbabwe ?
3,4,What National Basketball Association superstar told his story in Giant Steps ?
1,2,What animals did The Amazing Three masquerade as ?
0,0,How did the bikini bathing suite get its name ?
4,8,When did Fraze get his first patent for the pull-tab can ?
4,13,How many games are played in a five-team round-robin tournament ?
3,4,Who developed the first polio vaccine ?
3,4,Who made the first gas engine ?
5,18,"What country claimed Rubens , Van Dyck and Bruegel as citizens ?"
1,10,What civil war was fought between 1936 and 1939 ?
4,13,How many questions do you have on your database ?
0,0,How do clouds form ?
5,14,Where can I find examples of legal cases about the Individuals with Disabilities Education Act ?
3,4,What character did Tex Avery first create upon arriving at MGM ?
4,8,When was the Triangle Shirtwaist fire ?
3,4,What Asian spiritual and political leader was married at the age of 13 ?
5,14,Where is Ocho Rios ?
0,7,What is the half-life of P-32 ?
5,14,What ocean does Mauritania border ?
0,9,Why do pressure cookers save time in the kitchen ?
0,9,Why are there 12 people on a jury in criminal cases ?
0,12,What do Christian Scientists believe in ?
1,10,"What World War I battle saw 6 , 0 troops killed in one day ?"
5,18,What country is Kosovo a part of ?
5,21,Tell me what city the Kentucky Horse Park is near ?
1,26,What computer operating system is on the most computers ?
5,14,What is Bill Gross 's email address ?
0,12,What is the economic impact of unemployment on the economy ?
2,3,"What do the letters D.C. stand for in Washington , D.C. ?"
1,2,What animals can live the longest without food ?
3,4,What English queen had seventeen children ?
4,14,"What is the approximate population of Las Vegas , N.M ?"
4,25,How much does the President get paid ?
3,4,What two baseball players make up the battery ?
1,15,What 's the largest letter in Salvador Dali 's signature ?
1,20,What does an irate car owner call iron oxide ?
4,38,"Of children between the ages of two and eleven , what percentage watch `` The Simpsons '' ?"
5,11,What 's the northernmost U.S. state apart from Alaska ?
5,14,Name an art gallery in New York .
3,4,Who sells Viagra ?
1,33,What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?
0,7,What is the Home Rule Act ?
5,14,What building are British monarchs crowned in ?
0,7,What are Bellworts ?
3,12,Who was Darius ?
1,1,What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?
3,4,Who did Dita Beard work for ?
1,2,What kind of creature is a coot ?
3,5,Name the university of which Woodrow Wilson was president .
5,18,"What country was first to use the airplane as a weapon of war , against the Turks in Libya ?"
3,5,What university was Woodrow Wilson President of ?
1,23,What is a fear of disease ?
1,17,What kind of meat is Fray Bentos synonymous with ?
1,14,What did Mr. Magoo flog on TV for General Electric ?
0,12,What are the words to the Canadian National anthem ?
1,20,What is the name of the Jewish alphabet ?
3,4,Who served as inspiration for the schoolteacher portrayed by Robin Williams in `` Dead Poets Society '' ?
4,39,What is Columbia Tristar 's phone number ?
3,6,Name the five positions who are in the line of succession to the presidency .
3,4,Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?
3,4,Who is the best known villain of the 165 Gunpowder Plot ?
5,21,What is the capital of Burkina Faso ?
5,14,What continent is Bolivia on ?
0,9,Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?
3,4,"Who killed more people , Hitler or Stalin ?"
0,9,What caused Shea & Gould to close their L.A. office ?
1,2,What 's the only mammal that can 't jump ?
5,11,What U.S. state has the most blondes ?
1,10,What war saw battles at Parrot 's Beak and Black Virgin ?
4,13,What was the U.S. highway death toll in 1969 ?
0,7,What does the name Kelly mean ?
0,7,What is a phalanx ?
3,4,What mustachioed comedian portrayed Frankie in North to Alaska ?
4,25,What does each of the utilities cost in Monopoly ?
3,4,"What actor and World War II airman had a $5 , 0 bounty put on his head by Hermann Goering ?"
2,3,What does e.g. stand for ?
1,23,What is the name of the medical condition in which a baby is born without a brain ?
0,0,How do storms form ?
3,12,Who is Nicolo Paganini ?
5,21,What city is often called The Insurance Capital of the World ?
1,2,What are the three animals in Sheila Burnford 's The Incredible Journey ?
